Age, Height, Weight, Chest, Size, Color
19, 158.7, 50.4, 89.7,X_Small, yellow 
21, 162.8, 74.3, 95.5,Medium, blue 
18, 162.7, 64.8, 91.8,Small, red 
25, 161.7, 65.2, 94.9,Small, red 
25, 158.2, 54.8, 83.0,XX_Small, pink 
33, 153.7, 56.1, 89.7,X_Small, yellow 
42, 162.9, 66.3, 91.6,Small, red 
20, 164.0, 57.7, 90.0,Small, red 
25, 167.5, 79.0, 93.4,Small, red 
31, 159.2, 67.1, 99.6,Medium, blue 
21, 163.3, 69.1, 102.0,Large, lavender 
37, 173.3, 77.3, 91.9,Small, red 
27, 161.0, 62.2, 89.3,X_Small, yellow 
27, 156.6, 62.0, 94.3,Small, red 
26, 163.9, 69.1, 99.0,Medium, blue 
26, 158.0, 62.6, 88.5,X_Small, yellow 
22, 155.7, 58.7, 87.3,X_Small, yellow 
24, 168.3, 69.4, 91.3,Small, red 
22, 159.7, 64.7, 93.0,Small, red 
19, 159.8, 62.1, 88.3,X_Small, yellow 
18, 161.3, 69.8, 95.6,Medium, blue 
19, 164.9, 65.6, 83.5,XX_Small, pink 
20, 167.2, 60.2, 84.7,X_Small, yellow 
17, 171.3, 74.3, 89.1,X_Small, yellow 
37, 164.1, 74.4, 103.2,Large, lavender 
18, 161.2, 63.3, 92.8,Small, red 
21, 159.6, 62.1, 89.2,X_Small, yellow 
35, 144.2, 46.7, 82.1,XX_Small, pink 
30, 155.5, 63.9, 97.8,Medium, blue 
24, 149.7, 57.9, 91.5,Small, red 
25, 161.2, 70.8, 97.3,Medium, blue 
26, 169.0, 69.8, 91.1,Small, red 
20, 163.4, 65.4, 98.1,Medium, blue 
18, 150.9, 54.2, 90.0,Small, red 
20, 158.2, 59.3, 86.2,X_Small, yellow 
32, 146.5, 49.7, 90.9,Small, red 
26, 154.5, 52.6, 91.3,Small, red 
22, 147.5, 48.0, 82.5,XX_Small, pink 
29, 163.3, 55.7, 95.1,Medium, blue 
30, 163.1, 72.4, 97.6,Medium, blue 
22, 162.6, 66.1, 94.5,Small, red 
22, 153.3, 79.4, 105.7,Large, lavender 
23, 155.3, 57.2, 90.4,Small, red 
28, 175.2, 78.5, 94.6,Small, red 
23, 161.8, 67.6, 97.6,Medium, blue 
23, 163.4, 53.0, 88.7,X_Small, yellow 
24, 168.9, 77.7, 99.1,Medium, blue 
36, 153.4, 52.4, 87.7,X_Small, yellow 
22, 162.9, 60.1, 90.0,Small, red 
28, 162.8, 55.9, 89.3,X_Small, yellow 
24, 160.3, 53.0, 84.5,X_Small, yellow 
23, 154.7, 57.8, 88.0,X_Small, yellow 
31, 158.5, 64.4, 101.0,Medium, blue 
22, 163.8, 69.3, 101.6,Medium, blue 
22, 175.4, 84.9, 103.3,Large, lavender 
24, 162.3, 60.7, 89.5,X_Small, yellow 
22, 161.4, 62.3, 91.9,Small, red 
25, 167.6, 60.1, 87.0,X_Small, yellow 
29, 156.0, 51.6, 82.5,XX_Small, pink 
42, 163.7, 50.5, 79.2,XX_Small, pink 
22, 154.2, 53.2, 89.2,X_Small, yellow 
29, 153.6, 56.6, 90.4,Small, red 
23, 161.3, 73.2, 94.5,Small, red 
24, 159.5, 57.6, 90.8,Small, red 
41, 165.9, 80.7, 100.5,Medium, blue 
22, 156.4, 62.2, 89.5,X_Small, yellow 
53, 168.6, 72.6, 101.4,Medium, blue 
25, 167.8, 71.1, 97.8,Medium, blue 
26, 157.3, 57.2, 97.5,Medium, blue 
20, 158.9, 62.3, 88.9,X_Small, yellow 
18, 162.1, 60.2, 88.4,X_Small, yellow 
46, 167.9, 80.5, 113.5,X_Large, green 
42, 159.8, 56.1, 91.4,Small, red 
26, 171.3, 52.0, 76.6,XX_Small, pink 
29, 155.0, 57.8, 88.0,X_Small, yellow 
24, 158.3, 58.0, 83.4,XX_Small, pink 
19, 154.0, 61.2, 83.4,XX_Small, pink 
47, 154.1, 58.5, 93.6,Small, red 
41, 162.2, 87.5, 105.2,Large, lavender 
42, 179.3, 77.3, 101.5,Medium, blue 
30, 171.3, 75.5, 102.6,Large, lavender 
29, 160.3, 67.8, 104.3,Large, lavender 
45, 171.1, 88.8, 106.2,Large, lavender 
23, 164.1, 66.5, 92.1,Small, red 
40, 149.4, 58.0, 96.3,Medium, blue 
19, 167.2, 66.5, 102.9,Large, lavender 
19, 161.6, 64.9, 88.4,X_Small, yellow 
25, 158.5, 67.3, 98.3,Medium, blue 
49, 161.2, 74.4, 106.5,Large, lavender 
41, 166.3, 57.6, 86.9,X_Small, yellow 
43, 165.6, 73.5, 100.4,Medium, blue 
37, 159.8, 63.6, 94.0,Small, red 
24, 154.5, 43.2, 77.0,XX_Small, pink 
23, 163.4, 74.7, 107.2,Large, lavender 
34, 170.4, 66.9, 97.1,Medium, blue 
43, 166.4, 82.6, 110.0,Large, lavender 
27, 152.2, 57.8, 87.3,X_Small, yellow 
30, 164.6, 63.7, 90.7,Small, red 
36, 155.7, 75.8, 101.9,Medium, blue 
31, 162.5, 59.4, 95.0,Medium, blue 
37, 167.1, 87.2, 114.3,X_Large, green 
42, 153.5, 69.3, 97.0,Medium, blue 
34, 159.1, 50.0, 90.3,Small, red 
27, 156.7, 56.7, 91.6,Small, red 
27, 154.0, 58.9, 86.8,X_Small, yellow 
30, 157.3, 64.0, 98.7,Medium, blue 
21, 163.7, 68.3, 94.2,Small, red 
42, 160.4, 56.6, 90.8,Small, red 
28, 174.0, 63.2, 88.1,X_Small, yellow 
27, 156.3, 59.1, 88.2,X_Small, yellow 
21, 177.3, 76.0, 90.7,Small, red 
25, 167.2, 66.4, 96.6,Medium, blue 
24, 156.4, 65.8, 93.1,Small, red 
21, 160.0, 71.0, 96.8,Medium, blue 
20, 158.6, 55.1, 83.0,XX_Small, pink 
23, 156.6, 59.3, 88.3,X_Small, yellow 
24, 168.3, 66.1, 95.9,Medium, blue 
27, 161.3, 65.8, 91.0,Small, red 
27, 157.2, 63.4, 94.0,Small, red 
24, 158.4, 48.0, 86.9,X_Small, yellow 
21, 170.6, 66.0, 90.0,Small, red 
32, 162.0, 60.1, 88.7,X_Small, yellow 
30, 164.0, 54.6, 80.7,XX_Small, pink 
31, 171.1, 116.6, 126.6,XX_Large, gry 
21, 164.1, 79.3, 104.2,Large, lavender 
23, 156.7, 45.4, 79.1,XX_Small, pink 
22, 162.9, 49.9, 81.4,XX_Small, pink 
21, 147.9, 35.8, 69.5,XX_Small, pink 
25, 166.3, 70.0, 91.2,Small, red 
22, 174.9, 77.0, 93.4,Small, red 
40, 159.2, 64.9, 98.4,Medium, blue 
21, 159.1, 55.0, 88.7,X_Small, yellow 
21, 171.0, 87.5, 108.1,Large, lavender 
26, 168.4, 76.8, 101.2,Medium, blue 
22, 162.5, 76.3, 101.8,Medium, blue 
28, 166.6, 65.0, 93.5,Small, red 
20, 157.6, 55.5, 89.6,X_Small, yellow 
22, 168.5, 75.5, 103.6,Large, lavender 
24, 162.9, 54.8, 85.0,X_Small, yellow 
25, 163.7, 70.5, 92.6,Small, red 
21, 159.7, 54.8, 88.8,X_Small, yellow 
24, 167.6, 76.3, 96.7,Medium, blue 
31, 167.2, 78.4, 102.6,Large, lavender 
32, 170.7, 69.8, 92.0,Small, red 
24, 164.9, 65.0, 87.9,X_Small, yellow 
20, 161.5, 79.4, 97.2,Medium, blue 
23, 162.9, 89.7, 115.7,X_Large, green 
20, 161.5, 52.5, 85.0,X_Small, yellow 
20, 153.7, 77.2, 97.6,Medium, blue 
22, 166.3, 65.7, 89.9,X_Small, yellow 
21, 158.2, 53.7, 88.8,X_Small, yellow 
41, 149.9, 66.7, 101.0,Medium, blue 
25, 177.1, 83.3, 101.0,Medium, blue 
27, 154.5, 59.9, 96.7,Medium, blue 
31, 160.3, 64.9, 97.5,Medium, blue 
24, 158.0, 78.8, 106.6,Large, lavender 
23, 160.8, 75.2, 106.2,Large, lavender 
31, 156.1, 64.3, 94.1,Small, red 
21, 164.2, 61.3, 88.0,X_Small, yellow 
20, 160.0, 84.7, 102.7,Large, lavender 
28, 159.1, 68.7, 95.3,Medium, blue 
37, 169.7, 69.7, 99.7,Medium, blue 
30, 169.1, 60.2, 87.0,X_Small, yellow 
28, 156.3, 63.1, 95.6,Medium, blue 
42, 159.8, 95.2, 115.2,X_Large, green 
20, 163.1, 51.3, 79.5,XX_Small, pink 
23, 164.8, 69.4, 93.7,Small, red 
21, 149.6, 50.9, 82.6,XX_Small, pink 
21, 152.2, 52.0, 87.8,X_Small, yellow 
31, 176.9, 88.9, 104.7,Large, lavender 
36, 176.1, 78.5, 90.0,Small, red 
21, 161.8, 67.8, 97.6,Medium, blue 
27, 161.2, 64.4, 91.2,Small, red 
26, 165.3, 65.7, 94.0,Small, red 
42, 159.8, 66.1, 95.5,Medium, blue 
29, 177.0, 92.5, 113.0,X_Large, green 
50, 156.6, 61.1, 100.1,Medium, blue 
39, 166.8, 61.1, 96.1,Medium, blue 
27, 161.4, 79.7, 97.3,Medium, blue 
38, 167.3, 68.2, 102.1,Large, lavender 
19, 158.8, 48.9, 84.0,X_Small, yellow 
40, 153.4, 66.9, 105.3,Large, lavender 
24, 149.0, 61.7, 88.8,X_Small, yellow 
34, 161.1, 70.6, 95.5,Medium, blue 
29, 159.9, 61.1, 90.9,Small, red 
36, 164.5, 66.2, 100.1,Medium, blue 
39, 157.1, 53.2, 91.0,Small, red 
29, 165.7, 61.6, 93.3,Small, red 
31, 164.1, 73.7, 97.4,Medium, blue 
35, 171.0, 65.7, 94.7,Small, red 
27, 167.4, 67.1, 98.6,Medium, blue 
54, 156.1, 83.1, 118.0,X_Large, green 
49, 166.4, 86.6, 110.0,Large, lavender 
31, 174.3, 105.4, 110.1,Large, lavender 
31, 168.1, 92.0, 108.0,Large, lavender 
28, 149.8, 61.7, 91.3,Small, red 
42, 159.5, 77.2, 102.6,Large, lavender 
43, 177.1, 77.7, 104.7,Large, lavender 
31, 158.5, 80.2, 111.3,Large, lavender 
37, 181.9, 95.3, 108.0,Large, lavender 
36, 168.3, 87.0, 109.4,Large, lavender 
23, 168.6, 73.0, 97.4,Medium, blue 
28, 170.3, 87.7, 109.6,Large, lavender 
40, 170.7, 82.3, 97.6,Medium, blue 
38, 167.8, 83.1, 107.8,Large, lavender 
28, 164.6, 59.9, 88.6,X_Small, yellow 
38, 167.6, 72.5, 96.2,Medium, blue 
28, 170.3, 63.0, 87.2,X_Small, yellow 
29, 160.9, 62.3, 90.1,Small, red 
28, 163.6, 82.1, 110.0,Large, lavender 
31, 162.5, 62.4, 91.0,Small, red 
42, 161.5, 56.7, 88.3,X_Small, yellow 
46, 160.3, 67.5, 106.0,Large, lavender 
27, 164.1, 62.3, 84.6,X_Small, yellow 
30, 169.7, 64.4, 92.0,Small, red 
27, 157.1, 62.6, 92.6,Small, red 
28, 154.8, 71.3, 94.6,Small, red 
27, 163.3, 63.0, 89.9,X_Small, yellow 
23, 166.7, 82.0, 103.2,Large, lavender 
25, 158.4, 76.2, 104.3,Large, lavender 
24, 164.2, 69.7, 92.9,Small, red 
22, 173.6, 91.0, 109.8,Large, lavender 
24, 167.1, 80.1, 96.5,Medium, blue 
21, 159.5, 68.3, 91.2,Small, red 
22, 171.6, 76.9, 96.4,Medium, blue 
19, 157.4, 60.1, 87.9,X_Small, yellow 
27, 161.0, 82.1, 105.4,Large, lavender 
37, 164.3, 84.2, 94.7,Small, red 
21, 169.7, 79.1, 99.2,Medium, blue 
21, 150.1, 57.5, 94.1,Small, red 
33, 163.2, 56.8, 88.4,X_Small, yellow 
37, 165.4, 72.0, 101.5,Medium, blue 
24, 157.1, 52.1, 78.7,XX_Small, pink 
23, 159.6, 68.9, 103.1,Large, lavender 
22, 158.9, 65.2, 88.1,X_Small, yellow 
43, 165.0, 82.7, 113.1,X_Large, green 
29, 161.1, 66.2, 92.7,Small, red 
44, 163.2, 71.5, 97.1,Medium, blue 
35, 172.9, 97.3, 122.0,X_Large, green 
19, 153.3, 45.0, 80.0,XX_Small, pink 
20, 161.1, 50.4, 79.3,XX_Small, pink 
24, 165.0, 57.7, 84.8,X_Small, yellow 
22, 147.3, 56.2, 93.2,Small, red 
25, 170.0, 72.8, 94.1,Small, red 
20, 169.2, 72.2, 94.0,Small, red 
27, 161.1, 56.0, 82.6,XX_Small, pink 
19, 173.4, 82.4, 99.0,Medium, blue 
20, 169.2, 82.5, 104.7,Large, lavender 
28, 164.7, 99.5, 107.1,Large, lavender 
38, 159.9, 98.8, 122.2,X_Large, green 
53, 161.4, 81.5, 110.2,Large, lavender 
23, 154.9, 72.3, 95.0,Medium, blue 
29, 163.4, 73.6, 95.7,Medium, blue 
21, 176.0, 69.8, 95.1,Medium, blue 
23, 168.3, 76.6, 102.6,Large, lavender 
23, 161.8, 65.1, 90.0,Small, red 
34, 156.5, 51.8, 80.0,XX_Small, pink 
23, 159.2, 54.9, 86.8,X_Small, yellow 
22, 163.6, 57.6, 86.2,X_Small, yellow 
22, 153.8, 58.3, 91.4,Small, red 
24, 164.8, 67.0, 88.3,X_Small, yellow 
24, 164.5, 63.1, 93.6,Small, red 
25, 162.3, 62.7, 88.0,X_Small, yellow 
21, 161.1, 67.6, 94.1,Small, red 
24, 160.2, 53.4, 87.2,X_Small, yellow 
24, 167.0, 74.8, 100.8,Medium, blue 
23, 164.3, 64.4, 91.5,Small, red 
23, 162.8, 67.7, 97.9,Medium, blue 
22, 157.5, 62.0, 90.4,Small, red 
20, 161.3, 53.6, 83.4,XX_Small, pink 
23, 159.8, 59.9, 86.8,X_Small, yellow 
23, 161.0, 64.4, 89.8,X_Small, yellow 
26, 159.7, 53.6, 82.2,XX_Small, pink 
40, 159.0, 88.2, 108.6,Large, lavender 
24, 168.8, 64.6, 93.0,Small, red 
30, 150.2, 66.2, 93.6,Small, red 
21, 159.3, 69.8, 91.5,Small, red 
20, 160.7, 67.7, 103.6,Large, lavender 
23, 162.5, 58.6, 88.1,X_Small, yellow 
23, 152.5, 52.6, 88.6,X_Small, yellow 
27, 156.3, 56.4, 89.4,X_Small, yellow 
25, 173.4, 76.5, 92.3,Small, red 
26, 173.4, 87.1, 99.6,Medium, blue 
35, 172.8, 68.2, 92.0,Small, red 
24, 166.1, 62.9, 89.3,X_Small, yellow 
28, 170.3, 56.8, 87.2,X_Small, yellow 
20, 170.2, 68.0, 97.1,Medium, blue 
32, 177.2, 66.9, 91.1,Small, red 
38, 162.6, 71.2, 92.8,Small, red 
32, 166.1, 78.1, 99.9,Medium, blue 
40, 154.9, 67.5, 96.6,Medium, blue 
28, 163.4, 66.3, 93.8,Small, red 
25, 166.1, 79.3, 101.6,Medium, blue 
29, 156.4, 60.4, 94.6,Small, red 
33, 166.4, 73.2, 107.5,Large, lavender 
50, 155.3, 71.2, 104.4,Large, lavender 
37, 170.0, 72.2, 90.9,Small, red 
27, 154.2, 61.0, 92.6,Small, red 
34, 174.3, 81.7, 98.7,Medium, blue 
22, 162.3, 79.9, 98.0,Medium, blue 
20, 159.0, 60.2, 84.5,X_Small, yellow 
23, 160.4, 58.4, 88.2,X_Small, yellow 
26, 162.7, 60.1, 87.2,X_Small, yellow 
24, 171.8, 83.4, 101.4,Medium, blue 
23, 170.5, 97.3, 117.3,X_Large, green 
25, 156.1, 55.7, 85.7,X_Small, yellow 
25, 166.1, 55.3, 80.3,XX_Small, pink 
25, 162.0, 52.6, 84.1,X_Small, yellow 
25, 166.0, 61.4, 85.7,X_Small, yellow 
25, 169.7, 89.4, 108.3,Large, lavender 
23, 169.9, 89.3, 106.6,Large, lavender 
21, 174.0, 70.2, 90.1,Small, red 
48, 170.1, 73.8, 103.0,Large, lavender 
22, 170.7, 60.1, 90.0,Small, red 
33, 156.0, 78.2, 99.8,Medium, blue 
26, 148.3, 44.2, 78.0,XX_Small, pink 
22, 158.7, 47.6, 80.2,XX_Small, pink 
27, 157.9, 64.2, 90.7,Small, red 
21, 165.9, 73.7, 94.0,Small, red 
27, 168.4, 77.6, 97.2,Medium, blue 
27, 159.3, 62.0, 90.0,Small, red 
25, 158.9, 64.6, 95.3,Medium, blue 
20, 168.3, 69.7, 94.5,Small, red 
28, 170.4, 72.4, 95.3,Medium, blue 
47, 173.6, 69.7, 102.2,Large, lavender 
26, 163.3, 62.0, 92.7,Small, red 
44, 172.4, 88.4, 101.3,Medium, blue 
47, 148.7, 71.2, 100.1,Medium, blue 
50, 156.0, 68.4, 101.8,Medium, blue 
43, 156.1, 62.3, 97.8,Medium, blue 
28, 161.8, 61.4, 93.0,Small, red 
24, 160.4, 55.1, 93.0,Small, red 
43, 165.8, 112.1, 114.1,X_Large, green 
35, 165.8, 74.9, 97.0,Medium, blue 
25, 159.1, 70.9, 95.6,Medium, blue 
31, 163.8, 58.8, 87.2,X_Small, yellow 
21, 175.1, 87.6, 100.3,Medium, blue 
20, 158.7, 59.7, 85.7,X_Small, yellow 
27, 154.0, 68.0, 104.4,Large, lavender 
22, 157.6, 70.7, 100.9,Medium, blue 
30, 173.7, 68.6, 92.0,Small, red 
27, 157.3, 62.4, 90.1,Small, red 
40, 162.2, 61.0, 90.3,Small, red 
20, 158.8, 58.2, 89.1,X_Small, yellow 
25, 154.8, 48.9, 84.3,X_Small, yellow 
25, 166.2, 69.6, 93.8,Small, red 
22, 171.8, 79.5, 97.6,Medium, blue 
29, 151.9, 60.0, 88.5,X_Small, yellow 
24, 157.3, 64.0, 95.0,Medium, blue 
39, 156.6, 71.2, 93.2,Small, red 
25, 152.9, 47.5, 82.0,XX_Small, pink 
26, 158.5, 73.5, 90.9,Small, red 
23, 161.1, 54.6, 89.3,X_Small, yellow 
21, 161.0, 56.2, 92.5,Small, red 
22, 154.1, 58.2, 94.7,Small, red 
21, 176.6, 81.2, 99.9,Medium, blue 
30, 162.6, 51.8, 83.8,XX_Small, pink 
27, 164.4, 52.3, 85.2,X_Small, yellow 
26, 167.9, 75.6, 102.3,Large, lavender 
24, 174.3, 67.4, 91.2,Small, red 
22, 165.8, 55.2, 82.5,XX_Small, pink 
21, 161.0, 69.0, 103.1,Large, lavender 
27, 167.5, 63.6, 89.3,X_Small, yellow 
32, 163.7, 64.1, 95.1,Medium, blue 
20, 162.8, 70.1, 93.4,Small, red 
22, 164.5, 79.3, 100.4,Medium, blue 
24, 159.5, 66.0, 95.7,Medium, blue 
23, 173.1, 93.1, 111.7,Large, lavender 
24, 156.7, 66.1, 96.0,Medium, blue 
28, 162.8, 51.0, 78.0,XX_Small, pink 
21, 168.8, 68.6, 91.6,Small, red 
42, 170.6, 83.9, 106.3,Large, lavender 
28, 154.3, 65.2, 89.3,X_Small, yellow 
27, 166.5, 92.0, 110.2,Large, lavender 
22, 169.0, 66.7, 90.0,Small, red 
24, 147.1, 46.4, 82.3,XX_Small, pink 
24, 161.6, 62.7, 94.3,Small, red 
28, 175.3, 59.3, 90.1,Small, red 
32, 162.6, 50.8, 79.5,XX_Small, pink 
29, 169.8, 72.7, 94.4,Small, red 
42, 154.5, 58.3, 97.0,Medium, blue 
23, 175.9, 66.9, 94.2,Small, red 
43, 173.2, 84.2, 104.1,Large, lavender 
32, 158.7, 60.1, 88.4,X_Small, yellow 
27, 160.5, 60.9, 92.0,Small, red 
29, 153.0, 68.7, 94.3,Small, red 
28, 159.8, 54.9, 88.7,X_Small, yellow 
20, 152.4, 45.2, 82.6,XX_Small, pink 
24, 168.3, 83.5, 105.5,Large, lavender 
21, 157.7, 64.1, 90.1,Small, red 
36, 158.3, 58.8, 90.6,Small, red 
30, 158.2, 56.3, 87.8,X_Small, yellow 
34, 156.9, 70.2, 101.6,Medium, blue 
24, 165.1, 77.9, 101.5,Medium, blue 
20, 146.3, 62.6, 99.8,Medium, blue 
24, 165.9, 99.2, 119.8,X_Large, green 
23, 159.6, 62.6, 88.3,X_Small, yellow 
28, 160.0, 71.3, 105.0,Large, lavender 
28, 155.7, 52.8, 87.2,X_Small, yellow 
23, 156.5, 55.2, 89.6,X_Small, yellow 
21, 152.5, 62.2, 96.2,Medium, blue 
21, 161.3, 61.2, 86.3,X_Small, yellow 
22, 167.4, 52.9, 81.4,XX_Small, pink 
29, 161.4, 74.8, 99.6,Medium, blue 
29, 155.8, 58.2, 89.8,X_Small, yellow 
28, 177.4, 79.0, 94.2,Small, red 
20, 163.3, 61.8, 92.2,Small, red 
28, 161.1, 71.6, 99.2,Medium, blue 
21, 176.8, 69.2, 95.8,Medium, blue 
28, 157.8, 63.5, 97.3,Medium, blue 
22, 161.9, 70.4, 91.7,Small, red 
21, 168.1, 66.8, 94.6,Small, red 
22, 161.3, 53.5, 84.1,X_Small, yellow 
23, 157.5, 61.5, 96.7,Medium, blue 
24, 164.8, 75.1, 101.8,Medium, blue 
20, 159.0, 54.6, 86.7,X_Small, yellow 
25, 160.9, 69.5, 97.3,Medium, blue 
31, 162.5, 77.3, 99.0,Medium, blue 
41, 167.6, 75.1, 101.2,Medium, blue 
27, 162.3, 70.0, 104.0,Large, lavender 
26, 161.2, 50.2, 82.9,XX_Small, pink 
42, 172.0, 71.7, 98.4,Medium, blue 
23, 156.7, 64.4, 91.0,Small, red 
24, 177.0, 107.2, 120.3,X_Large, green 
35, 166.8, 94.0, 119.6,X_Large, green 
29, 158.8, 76.4, 96.8,Medium, blue 
53, 161.6, 89.7, 114.0,X_Large, green 
44, 159.3, 77.7, 109.1,Large, lavender 
20, 157.2, 49.7, 87.0,X_Small, yellow 
21, 167.4, 66.2, 91.3,Small, red 
29, 165.2, 69.6, 104.9,Large, lavender 
26, 166.4, 84.4, 107.1,Large, lavender 
20, 169.1, 64.7, 91.0,Small, red 
25, 165.7, 78.0, 101.9,Medium, blue 
24, 170.4, 77.3, 96.5,Medium, blue 
21, 165.4, 73.4, 95.2,Medium, blue 
46, 157.8, 69.5, 98.2,Medium, blue 
26, 164.5, 70.7, 103.5,Large, lavender 
22, 163.1, 93.6, 114.2,X_Large, green 
31, 156.1, 85.7, 105.5,Large, lavender 
26, 151.6, 57.3, 91.4,Small, red 
25, 174.9, 67.6, 93.0,Small, red 
22, 171.5, 85.5, 100.6,Medium, blue 
20, 160.0, 54.9, 92.9,Small, red 
22, 168.3, 58.8, 87.2,X_Small, yellow 
25, 155.7, 71.5, 98.3,Medium, blue 
45, 154.8, 58.0, 87.3,X_Small, yellow 
39, 171.4, 69.7, 93.4,Small, red 
35, 164.9, 68.5, 100.6,Medium, blue 
32, 152.8, 58.6, 90.7,Small, red 
54, 159.6, 84.2, 110.1,Large, lavender 
35, 165.8, 90.9, 106.8,Large, lavender 
55, 170.1, 104.7, 116.8,X_Large, green 
42, 168.3, 66.3, 89.6,X_Small, yellow 
39, 163.4, 76.6, 115.4,X_Large, green 
22, 169.5, 71.5, 94.1,Small, red 
37, 154.8, 59.1, 89.8,X_Small, yellow 
37, 158.7, 66.5, 95.2,Medium, blue 
45, 154.9, 67.6, 99.1,Medium, blue 
33, 160.6, 79.2, 109.1,Large, lavender 
40, 150.8, 65.2, 100.5,Medium, blue 
25, 173.3, 75.3, 93.1,Small, red 
23, 156.0, 51.7, 88.6,X_Small, yellow 
36, 173.9, 86.5, 106.0,Large, lavender 
39, 162.9, 73.2, 95.2,Medium, blue 
46, 160.9, 74.1, 92.3,Small, red 
56, 174.0, 90.6, 109.3,Large, lavender 
34, 167.8, 84.5, 94.3,Small, red 
40, 154.5, 63.1, 97.4,Medium, blue 
38, 180.9, 89.8, 111.3,Large, lavender 
49, 176.4, 97.0, 109.0,Large, lavender 
32, 160.6, 66.3, 94.0,Small, red 
31, 156.7, 59.4, 95.2,Medium, blue 
27, 159.4, 65.7, 105.9,Large, lavender 
40, 158.7, 78.6, 112.5,X_Large, green 
35, 157.3, 52.0, 83.7,XX_Small, pink 
32, 162.4, 64.1, 92.0,Small, red 
40, 163.5, 79.8, 103.7,Large, lavender 
38, 158.0, 74.0, 102.1,Large, lavender 
41, 169.1, 64.1, 93.5,Small, red 
27, 165.6, 80.3, 107.2,Large, lavender 
38, 161.5, 71.4, 108.9,Large, lavender 
32, 174.9, 92.4, 97.3,Medium, blue 
52, 156.1, 66.8, 104.2,Large, lavender 
33, 167.4, 67.8, 92.5,Small, red 
34, 172.1, 57.7, 86.5,X_Small, yellow 
44, 170.4, 68.7, 103.0,Large, lavender 
26, 163.6, 75.8, 103.8,Large, lavender 
41, 158.3, 65.2, 104.7,Large, lavender 
30, 160.4, 69.9, 99.4,Medium, blue 
30, 153.3, 47.4, 80.2,XX_Small, pink 
32, 159.4, 55.8, 93.1,Small, red 
25, 171.9, 76.8, 99.0,Medium, blue 
51, 168.7, 83.2, 108.2,Large, lavender 
40, 161.3, 71.7, 101.6,Medium, blue 
40, 164.4, 76.2, 109.3,Large, lavender 
31, 161.6, 63.2, 92.2,Small, red 
27, 164.1, 61.0, 90.2,Small, red 
